"gene","insdens"
"SL1344_0092",0.123232323232323
"SL1344_0093",0.158508158508158
"SL1344_0095",0.125461254612546
"SL1344_0096",0.143939393939394
"SL1344_0097",0.12796697626419
"SL1344_0098",0.122448979591837
"SL1344_0099",0.22061191626409
"SL1344_0102",0.121091151031271
"SL1344_0103",0.133918128654971
"SL1344_0104",0.1548463356974
"SL1344_0105",0.15234375
"SL1344_0106",0.165254237288136
"SL1344_0107",0.150217256362508
"SL1344_0108",0.135162601626016
"SL1344_0109",0.164556962025316
"SL1344_0110",0.133663366336634
"SL1344_0111",0.157744468236974
"SL1344_0112",0.156593406593407
"SL1344_0113",0.166030534351145
"SL1344_0114",0.402298850574713
"SL1344_0115",0.333333333333333
"SL1344_0116",0.175090252707581
"SL1344_0117",0.0934959349593496
"SL1344_0118",0.120398009950249
"SL1344_0123",0.000672043010752688
"SL1344_0126",0.00303720577069096
"SL1344_0128",0.00187265917602996
"SL1344_0132",0.00237529691211401
"SL1344_0134",0.00980392156862745
"SL1344_0136",0.0121951219512195
"SL1344_0137",0.0934343434343434
"SL1344_0138",0.0885416666666667
"SL1344_0139",0.169354838709677
"SL1344_0141",0.198275862068966
"SL1344_0143",0.225829725829726
"SL1344_0144",0.226027397260274
"SL1344_0145",0.20615796519411
"SL1344_0146",0.210992907801418
"SL1344_0148",0.152471083070452
"SL1344_0150",0.182678311499272
"SL1344_0155",0.119298245614035
"SL1344_0156",0.151515151515152
"SL1344_0159",0.105465742879138
"SL1344_0160",0.0723606168446026
"SL1344_0161",0.162534435261708
"SL1344_0162",0.0723270440251572
"SL1344_0163",0.110849056603774
"SL1344_0164",0.165650406504065
"SL1344_0165",0.192708333333333
"SL1344_0167",0.193960511033682
"SL1344_0168",0.181034482758621
"SL1344_0170",0.189042241739858
"SL1344_0172",0.0180995475113122
"SL1344_0173",0.154261057173679
"SL1344_0175",0.189814814814815
"SL1344_0176",0.160581075775422
"SL1344_0177",0.160818713450292
"SL1344_0179",0.154195011337868
"SL1344_0180",0.173983739837398
"SL1344_0181",0.149606299212598
"SL1344_0182",0.133333333333333
"SL1344_0183",0.146464646464646
"SL1344_0184",0.0625
"SL1344_0187",0.100877192982456
"SL1344_0188",0.195744680851064
"SL1344_0189",0.148775894538606
"SL1344_0190",0.161212121212121
"SL1344_0191",0.16607213634562
"SL1344_0192",0.15662100456621
"SL1344_0193",0.102756892230576
"SL1344_0194",0.0965207631874299
"SL1344_0195",0.0860058309037901
"SL1344_0196",0.221033868092692
"SL1344_0197",0.182468021068473
"SL1344_0198",0.123505976095618
"SL1344_0199",0.181623931623932
"SL1344_0200",0.171907756813417
"SL1344_0201",0.169491525423729
"SL1344_0202",0.19047619047619
"SL1344_0205",0.00579710144927536
"SL1344_0206",0.181089743589744
"SL1344_0207",0.146067415730337
"SL1344_0209",0.301223241590214
"SL1344_0211",0.145077720207254
"SL1344_0212",0.165374677002584
"SL1344_0214",0.00606060606060606
"SL1344_0215",0.042648709315376
"SL1344_0220",0.003584229390681
"SL1344_0224",0.090169992609017
"SL1344_0227",0.00292397660818713
"SL1344_0228",0.00219298245614035
"SL1344_0233",0.00625
"SL1344_0234",0.1281179138322
"SL1344_0235",0.11671335200747
"SL1344_0236",0.128205128205128
"SL1344_0237",0.00907590759075908
"SL1344_0238",0.149019607843137
"SL1344_0239",0.191780821917808
"SL1344_0240",0.161172161172161
"SL1344_0244",0.152542372881356
"SL1344_0248",0.188953488372093
"SL1344_0249",0.118165784832451
"SL1344_0250",0.0422885572139304
"SL1344_0251",0.0469945355191257
"SL1344_0252",0.0637755102040816
"SL1344_0254",0.0739299610894942
"SL1344_0255",0.10672514619883
"SL1344_0256",0.0582010582010582
"SL1344_0258",0.0854700854700855
"SL1344_0260",0.109848484848485
"SL1344_0261",0.112449799196787
"SL1344_0262",0.109872611464968
"SL1344_0264",0.107878787878788
"SL1344_0265",0.168327796234773
"SL1344_0266",0.101515151515152
"SL1344_0267",0.0699815837937385
"SL1344_0270",0.217002237136465
"SL1344_0273",0.104166666666667
"SL1344_0274",0.185185185185185
"SL1344_0275",0.0912476722532588
"SL1344_0277",0.0804597701149425
"SL1344_0278",0.148578811369509
"SL1344_0279",0.0856481481481482
"SL1344_0280",0.108268733850129
"SL1344_0281",0.091254752851711
"SL1344_0282",0.227817745803357
"SL1344_0283",0.218390804597701
"SL1344_0284",0.0968036529680365
"SL1344_0285",0.138702460850112
"SL1344_0288",0.100671140939597
"SL1344_0291",0.0453074433656958
"SL1344_0295",0.157894736842105
"SL1344_0296",0.141456582633053
"SL1344_0297",0.1342094782955
"SL1344_0298",0.118895966029724
"SL1344_0299",0.150851581508516
"SL1344_0300",0.0833333333333333
"SL1344_0301",0.152777777777778
"SL1344_0302",0.172222222222222
"SL1344_0303",0.169117647058824
"SL1344_0305",0.110429447852761
"SL1344_0309",0.227272727272727
"SL1344_0311",0.0991869918699187
"SL1344_0312",0.133058984910837
"SL1344_0313",0.113289760348584
"SL1344_0314",0.118072289156627
"SL1344_0315",0.109452736318408
"SL1344_0317",0.078804347826087
"SL1344_0319",0.116104868913858
"SL1344_0322",0.157407407407407
"SL1344_0324",0.0995884773662551
"SL1344_0325",0.0701754385964912
"SL1344_0328",0.127329192546584
"SL1344_0330",0.0601503759398496
"SL1344_0331",0.121212121212121
"SL1344_0332",0.15158371040724
"SL1344_0333",0.103582554517134
"SL1344_0334",0.101049868766404
"SL1344_0335",0.119180633147114
"SL1344_0337",0.12375249500998
"SL1344_0338",0.181587301587302
"SL1344_0339",0.185483870967742
"SL1344_0340",0.161554192229039
"SL1344_0342",0.0763239875389408
"SL1344_0343",0.137777777777778
"SL1344_0344",0.15
"SL1344_0345",0.0788751714677641
"SL1344_0348",0.0825688073394495
"SL1344_0349",0.0946236559139785
"SL1344_0350",0.0923076923076923
"SL1344_0352",0.159775395610005
"SL1344_0353",0.153897849462366
"SL1344_0354",0.127450980392157
"SL1344_0355",0.112535612535613
"SL1344_0356",0.106824925816024
"SL1344_0357",0.08
"SL1344_0358",0.103482587064677
"SL1344_0359",0.112375533428165
"SL1344_0360",0.0963665086887836
"SL1344_0361",0.0905797101449275
"SL1344_0362",0.0922509225092251
"SL1344_0363",0.097972972972973
"SL1344_0365",0.0853994490358127
"SL1344_0366",0.077371489136195
"SL1344_0369",0.193910256410256
"SL1344_0370",0.159151193633952
"SL1344_0371",0.126005361930295
"SL1344_0373",0.0906148867313916
"SL1344_0374",0.12962962962963
"SL1344_0375",0.120547945205479
"SL1344_0376",0.0840336134453782
"SL1344_0377",0.104785478547855
"SL1344_0378",0.213483146067416
"SL1344_0379",0.0841121495327103
"SL1344_0380",0.078167115902965
"SL1344_0381",0.062962962962963
"SL1344_0382",0.0679824561403509
"SL1344_0383",0.113553113553114
"SL1344_0384",0.0989583333333333
"SL1344_0385",0.168141592920354
"SL1344_0386",0.168421052631579
"SL1344_0389",0.0792838874680307
"SL1344_0390",0.0891435848455906
"SL1344_0392",0.114492753623188
"SL1344_0393",0.114197530864198
"SL1344_0394",0.111363636363636
"SL1344_0395",0.109409190371991
"SL1344_0397",0.116086235489221
"SL1344_0399",0.0816901408450704
"SL1344_0400",0.0904255319148936
"SL1344_0402",0.00270562770562771
"SL1344_0403",0.0123456790123457
"SL1344_0404",0.0983606557377049
"SL1344_0405",0.0865800865800866
"SL1344_0407",0.0833333333333333
"SL1344_0408",0.087037037037037
"SL1344_0410",0.00452898550724638
"SL1344_0412",0.00714285714285714
"SL1344_0414",0.062015503875969
"SL1344_0420",0.116541353383459
"SL1344_0421",0.101045296167247
"SL1344_0422",0.0810810810810811
"SL1344_0423",0.115343915343915
"SL1344_0425",0.0806159420289855
"SL1344_0426",0.0762607626076261
"SL1344_0427",0.0693739424703892
"SL1344_0429",0.0647058823529412
"SL1344_0431",0.131613756613757
"SL1344_0432",0.115264797507788
"SL1344_0433",0.0875420875420875
"SL1344_0434",0.103030303030303
"SL1344_0435",0.0891472868217054
"SL1344_0436",0.0883534136546185
"SL1344_0437",0.168234064785789
"SL1344_0439",0.132701421800948
"SL1344_0440",0.122641509433962
"SL1344_0441",0.0977675134719015
"SL1344_0442",0.0272435897435897
"SL1344_0443",0.0322327044025157
"SL1344_0444",0.086624203821656
"SL1344_0445",0.117216117216117
"SL1344_0446",0.107371794871795
"SL1344_0447",0.112
"SL1344_0448",0.0952380952380952
"SL1344_0449",0.117816091954023
"SL1344_0450",0.12580834803057
"SL1344_0451",0.120879120879121
"SL1344_0454",0.109983079526227
"SL1344_0455",0.0948372615039282
"SL1344_0456",0.115044247787611
"SL1344_0457",0.0963480963480964
"SL1344_0458",0.0813008130081301
"SL1344_0459",0.0929824561403509
"SL1344_0461",0.0915538362346873
"SL1344_0462",0.0727969348659004
"SL1344_0464",0.110403397027601
"SL1344_0465",0.228260869565217
"SL1344_0466",0.287671232876712
"SL1344_0467",0.354666666666667
"SL1344_0470",0.160550458715596
"SL1344_0471",0.110912875408861
"SL1344_0472",0.104700854700855
"SL1344_0473",0.0892857142857143
"SL1344_0474",0.060077519379845
"SL1344_0476",0.0778985507246377
"SL1344_0477",0.0015552099533437
"SL1344_0478",0.0909090909090909
"SL1344_0479",0.0924092409240924
"SL1344_0480",0.0928
"SL1344_0483",0.119341563786008
"SL1344_0487",0.127646702964307
"SL1344_0488",0.0666666666666667
"SL1344_0490",0.126811594202899
"SL1344_0491",0.109912070343725
"SL1344_0492",0.0911270983213429
"SL1344_0493",0.0883002207505519
"SL1344_0494",0.108932461873638
"SL1344_0495",0.172566371681416
"SL1344_0496",0.121794871794872
"SL1344_0497",0.145029239766082
"SL1344_0498",0.0959792477302205
"SL1344_0499",0.102439024390244
"SL1344_0500",0.0887918486171761
"SL1344_0501",0.0944099378881988
"SL1344_0503",0.110709987966306
"SL1344_0504",0.0904621435594887
"SL1344_0506",0.0922374429223744
"SL1344_0507",0.0744336569579288
"SL1344_0508",0.0766045548654244
"SL1344_0510",0.0953984287317621
"SL1344_0511",0.093951093951094
"SL1344_0512",0.100113765642776
"SL1344_0513",0.137820512820513
"SL1344_0516",0.104258443465492
"SL1344_0519",0.150127226463104
"SL1344_0523",0.0880952380952381
"SL1344_0524",0.0839506172839506
"SL1344_0525",0.0782997762863535
"SL1344_0526",0.0889513108614232
"SL1344_0527",0.0803921568627451
"SL1344_0529",0.0222222222222222
"SL1344_0531",0.112727272727273
"SL1344_0534",0.0657276995305164
"SL1344_0537",0.0786516853932584
"SL1344_0538",0.0981240981240981
"SL1344_0539",0.0926138538078837
"SL1344_0540",0.0853174603174603
"SL1344_0541",0.10019267822736
"SL1344_0543",0.146611341632089
"SL1344_0544",0.0961538461538462
"SL1344_0545",0.110552763819095
"SL1344_0547",0.0477918935269208
"SL1344_0548",0.106796116504854
"SL1344_0551",0.0842105263157895
"SL1344_0552",0.0987933634992458
"SL1344_0553",0.0675105485232067
"SL1344_0554",0.140819964349376
"SL1344_0555",0.0748299319727891
"SL1344_0556",0.0831541218637993
"SL1344_0557",0.170645446507515
"SL1344_0558",0.0974124809741248
"SL1344_0559",0.0886446886446886
"SL1344_0560",0.101317122593718
"SL1344_0562",0.0771929824561404
"SL1344_0563",0.0888888888888889
"SL1344_0564",0.0552016985138004
"SL1344_0565",0.0822222222222222
"SL1344_0567",0.140921409214092
"SL1344_0568",0.109965635738832
"SL1344_0569",0.108187134502924
"SL1344_0570",0.0763052208835341
"SL1344_0571",0.096514745308311
"SL1344_0572",0.0851063829787234
"SL1344_0573",0.109485815602837
"SL1344_0576",0.0725868725868726
"SL1344_0577",0.18117854001759
"SL1344_0578",0.0817610062893082
"SL1344_0579",0.0909090909090909
"SL1344_0581",0.0867469879518072
"SL1344_0582",0.083594566353187
"SL1344_0583",0.0858843537414966
"SL1344_0584",0.0813159528243327
"SL1344_0585",0.104895104895105
"SL1344_0586",0.0727513227513227
"SL1344_0587",0.0942028985507246
"SL1344_0589",0.0505050505050505
"SL1344_0590",0.0725436179981635
"SL1344_0591",0.0585701981050818
"SL1344_0592",0.0954692556634304
"SL1344_0594",0.200442967884828
"SL1344_0598",0.119429590017825
"SL1344_0599",0.10219298245614
"SL1344_0600",0.112903225806452
"SL1344_0601",0.1015625
"SL1344_0602",0.144522144522145
"SL1344_0604",0.126520681265207
"SL1344_0605",0.0978934324659232
"SL1344_0606",0.101775956284153
"SL1344_0607",0.0925306577480491
"SL1344_0608",0.106884057971014
"SL1344_0609",0.0908496732026144
"SL1344_0610",0.0726072607260726
"SL1344_0611",0.0740740740740741
"SL1344_0612",0.103064066852368
"SL1344_0614",0.0969162995594714
"SL1344_0615",0.0869218500797448
"SL1344_0616",0.143106457242583
"SL1344_0617",0.211267605633803
"SL1344_0618",0.0494791666666667
"SL1344_0619",0.0709759188846641
"SL1344_0620",0.0588235294117647
"SL1344_0621",0.005175983436853
"SL1344_0622",0.110062893081761
"SL1344_0623",0.0171339563862928
"SL1344_0625",0.0973597359735974
"SL1344_0626",0.098314606741573
"SL1344_0631",0.077175697865353
"SL1344_0632",0.0995433789954338
"SL1344_0639",0.115254237288136
"SL1344_0640",0.163297045101089
"SL1344_0641",0.0991561181434599
"SL1344_0643",0.0974576271186441
"SL1344_0644",0.097629009762901
"SL1344_0647",0.086897488119484
"SL1344_0648",0.104761904761905
"SL1344_0649",0.0774818401937046
"SL1344_0650",0.0662393162393162
"SL1344_0651",0.0743801652892562
"SL1344_0652",0.0785185185185185
"SL1344_0653",0.0917678812415655
"SL1344_0654",0.0938511326860841
"SL1344_0657",0.0274261603375527
"SL1344_0658",0.069060773480663
"SL1344_0659",0.096140350877193
"SL1344_0660",0.00595238095238095
"SL1344_0661",0.0920138888888889
"SL1344_0662",0.100900900900901
"SL1344_0664",0.107289107289107
"SL1344_0666",0.0898876404494382
"SL1344_0667",0.0962621607782898
"SL1344_0669",0.140724946695096
"SL1344_0670",0.105105105105105
"SL1344_0671",0.0973180076628352
"SL1344_0672",0.0789473684210526
"SL1344_0673",0.099002849002849
"SL1344_0675",0.0529801324503311
"SL1344_0677",0.0638297872340425
"SL1344_0678",0.066147859922179
"SL1344_0679",0.0847145488029466
"SL1344_0680",0.0719073735527118
"SL1344_0681",0.0843621399176955
"SL1344_0683",0.10550250113688
"SL1344_0684",0.0870206489675516
"SL1344_0685",0.0782122905027933
"SL1344_0686",0.0923076923076923
"SL1344_0687",0.0907759882869693
"SL1344_0689",0.1256038647343
"SL1344_0690",0.0689170182841069
"SL1344_0692",0.092741935483871
"SL1344_0693",0.060882800608828
"SL1344_0694",0.082529474812433
"SL1344_0695",0.0816326530612245
"SL1344_0696",0.166666666666667
"SL1344_0697",0.107583774250441
"SL1344_0698",0.0982142857142857
"SL1344_0699",0.0742240215924427
"SL1344_0702",0.0111482720178372
"SL1344_0703",0.00881834215167548
"SL1344_0704",0.0259403372243839
"SL1344_0705",0.029535864978903
"SL1344_0708",0.0226793248945148
"SL1344_0709",0.195652173913043
"SL1344_0710",0.113636363636364
"SL1344_0711",0.0841121495327103
"SL1344_0713",0.0967741935483871
"SL1344_0714",0.0743589743589744
"SL1344_0715",0.0890804597701149
"SL1344_0721",0.0793103448275862
"SL1344_0722",0.0082855321861058
"SL1344_0723",0.00789473684210526
"SL1344_0725",0.0780141843971631
"SL1344_0726",0.0814814814814815
"SL1344_0727",0.0606060606060606
"SL1344_0728",0.0769230769230769
"SL1344_0729",0.0498366013071895
"SL1344_0730",0.074245939675174
"SL1344_0731",0.060952380952381
"SL1344_0732",0.0811153358681876
"SL1344_0733",0.0948275862068965
"SL1344_0734",0.075
"SL1344_0735",0.0788072417465389
"SL1344_0736",0.165374677002584
"SL1344_0737",0.0788224121557455
"SL1344_0738",0.104395604395604
"SL1344_0739",0.0981087470449173
"SL1344_0740",0.0606060606060606
"SL1344_0743",0.17479674796748
"SL1344_0746",0.0600858369098712
"SL1344_0747",0.087962962962963
"SL1344_0749",0.0571049136786189
"SL1344_0750",0.124879923150817
"SL1344_0751",0.0852915578764143
"SL1344_0752",0.0706781279847182
"SL1344_0753",0.0914454277286136
"SL1344_0754",0.102310231023102
"SL1344_0755",0.126693766937669
"SL1344_0756",0.073510773130545
"SL1344_0758",0.0943152454780362
"SL1344_0759",0.0884057971014493
"SL1344_0760",0.101983002832861
"SL1344_0761",0.1001221001221
"SL1344_0762",0.0963855421686747
"SL1344_0763",0.113707165109034
"SL1344_0764",0.103758169934641
"SL1344_0766",0.104719764011799
"SL1344_0768",0.103221564760026
"SL1344_0769",0.119496855345912
"SL1344_0770",0.0968992248062016
"SL1344_0771",0.0989433237271854
"SL1344_0772",0.0898100172711572
"SL1344_0773",0.0939153439153439
"SL1344_0775",0.0880316518298714
"SL1344_0831",0.00467836257309942
"SL1344_0832",0.0717299578059072
"SL1344_0833",0.131443298969072
"SL1344_0834",0.0830367734282325
"SL1344_0835",0.0875420875420875
"SL1344_0836",0.164319248826291
"SL1344_0838",0.0590111642743222
"SL1344_0839",0.0781379883624273
"SL1344_0840",0.105401844532279
"SL1344_0841",0.0952380952380952
"SL1344_0842",0.0843471208434712
"SL1344_0843",0.0943627450980392
"SL1344_0844",0.0783828382838284
"SL1344_0845",0.0966183574879227
"SL1344_0846",0.107354685646501
"SL1344_0848",0.0871212121212121
"SL1344_0849",0.106529209621993
"SL1344_0853",0.0587002096436059
"SL1344_0854",0.0745732255166217
"SL1344_0855",0.072310405643739
"SL1344_0856",0.079664570230608
"SL1344_0857",0.0602836879432624
"SL1344_0858",0.120253164556962
"SL1344_0859",0.094606542882405
"SL1344_0860",0.0989583333333333
"SL1344_0861",0.118380062305296
"SL1344_0862",0.0672043010752688
"SL1344_0863",0.0601092896174863
"SL1344_0864",0.0971599402092676
"SL1344_0865",0.0878661087866109
"SL1344_0866",0.101092896174863
"SL1344_0867",0.0795610425240055
"SL1344_0868",0.102713178294574
"SL1344_0870",0.0938628158844765
"SL1344_0871",0.0877712031558185
"SL1344_0872",0.0746164574616457
"SL1344_0873",0.0888223552894212
"SL1344_0874",0.0965677719604421
"SL1344_0875",0.0905349794238683
"SL1344_0876",0.0762250453720508
"SL1344_0877",0.152777777777778
"SL1344_0878",0.0807715491259795
"SL1344_0879",0.213622291021672
"SL1344_0881",0.0842321520287622
"SL1344_0882",0.108108108108108
"SL1344_0883",0.0716510903426791
"SL1344_0884",0.0834431269213878
"SL1344_0886",0.0921052631578947
"SL1344_0887",0.0771144278606965
"SL1344_0888",0.0471976401179941
"SL1344_0889",0.0789779326364692
"SL1344_0890",0.0635964912280702
"SL1344_0892",0.0545454545454545
"SL1344_0893",0.0595744680851064
"SL1344_0895",0.0113186191284663
"SL1344_0896",0.0732714138286894
"SL1344_0897",0.123232323232323
"SL1344_0898",0.0163974547234459
"SL1344_0900",0.0706845238095238
"SL1344_0901",0.00232018561484919
"SL1344_0902",0.0642126789366053
"SL1344_0905",0.0852915578764143
"SL1344_0906",0.114627285513361
"SL1344_0907",0.096969696969697
"SL1344_0908",0.100917431192661
"SL1344_0910",0.0919842312746386
"SL1344_0912",0.115843270868825
"SL1344_0913",0.0721500721500721
"SL1344_0915",0.00389408099688474
"SL1344_0918",0.00716845878136201
"SL1344_0920",0.0803532008830022
"SL1344_0923",0.0997566909975669
"SL1344_0924",0.0109289617486339
"SL1344_0926",0.087248322147651
"SL1344_0927",0.0733590733590734
"SL1344_0931",0.00111931945377211
"SL1344_0932",0.0727470141150923
"SL1344_0933",0.0692167577413479
"SL1344_0934",0.0540123456790123
"SL1344_0936",0.0842490842490843
"SL1344_0937",0.000713775874375446
"SL1344_0938",0.0714285714285714
"SL1344_0939",0.0683127572016461
"SL1344_0940",0.0647181628392484
"SL1344_0943",0.0763052208835341
"SL1344_0951",0.0986666666666667
"SL1344_0954",0.0862068965517241
"SL1344_0961",0.120300751879699
"SL1344_0963",0.0714285714285714
"SL1344_0964",0.16
"SL1344_0966",0.150110375275938
"SL1344_0967",0.0978043912175649
"SL1344_0968",0.0861423220973783
"SL1344_0969",0.0914841849148419
"SL1344_0971",0.101421188630491
"SL1344_0972",0.117195004803074
"SL1344_0973",0.101851851851852
"SL1344_0974",0.133333333333333
"SL1344_0975",0.0899470899470899
"SL1344_0976",0.199004975124378
"SL1344_0977",0.122270742358079
"SL1344_0978",0.112781954887218
"SL1344_0980",0.12278978388998
"SL1344_0981",0.141141141141141
"SL1344_0982",0.172690763052209
"SL1344_0983",0.146067415730337
"SL1344_0986",0.0936170212765957
"SL1344_0987",0.122948373619815
"SL1344_0989",0.0996563573883162
"SL1344_0991",0.0918472652218782
"SL1344_0994",0.103333333333333
"SL1344_0995",0.0902474526928675
"SL1344_0997",0.0922311519326445
"SL1344_0998",0.123314065510597
"SL1344_0999",0.106813996316759
"SL1344_1000",0.0477477477477477
"SL1344_1001",0.0806069227121859
"SL1344_1002",0.059748427672956
"SL1344_1003",0.0614035087719298
"SL1344_1004",0.0560633759902498
"SL1344_1008",0.0604914933837429
"SL1344_1009",0.0573951434878587
"SL1344_1010",0.111111111111111
"SL1344_1011",0.105882352941176
"SL1344_1012",0.0742574257425743
"SL1344_1013",0.0979572887650882
"SL1344_1017",0.0467571644042232
"SL1344_1018",0.0863309352517986
"SL1344_1019",0.0880503144654088
"SL1344_1020",0.0585808580858086
"SL1344_1021",0.0655737704918033
"SL1344_1022",0.0858974358974359
"SL1344_1023",0.0851063829787234
"SL1344_1026",0.165932452276065
"SL1344_1029",0.0964912280701754
"SL1344_1031",0.111111111111111
"SL1344_1032",0.126126126126126
"SL1344_1033",0.13265306122449
"SL1344_1035",0.0896921017402945
"SL1344_1036",0.102189781021898
"SL1344_1037",0.0955165692007797
"SL1344_1038",0.0774152271273193
"SL1344_1039",0.072562358276644
"SL1344_1040",0.0689922480620155
"SL1344_1041",0.065439672801636
"SL1344_1042",0.0915492957746479
"SL1344_1043",0.0761154855643045
"SL1344_1044",0.0833333333333333
"SL1344_1045",0.0656565656565657
"SL1344_1047",0.0613154960981048
"SL1344_1048",0.0816993464052288
"SL1344_1049",0.09366391184573
"SL1344_1050",0.150326797385621
"SL1344_1052",0.0826446280991736
"SL1344_1055",0.0532544378698225
"SL1344_1056",0.0901771336553945
"SL1344_1058",0.11892797319933
"SL1344_1059",0.0773809523809524
"SL1344_1060",0.0719874804381847
"SL1344_1061",0.103535353535354
"SL1344_1065",0.0975056689342404
"SL1344_1066",0.0768203072812291
"SL1344_1067",0.165932452276065
"SL1344_1069",0.00577200577200577
"SL1344_1070",0.0850897736143638
"SL1344_1071",0.0794941282746161
"SL1344_1072",0.060702875399361
"SL1344_1073",0.0853658536585366
"SL1344_1074",0.0576576576576577
"SL1344_1076",0.112449799196787
"SL1344_1077",0.0935251798561151
"SL1344_1078",0.0833333333333333
"SL1344_1080",0.043859649122807
"SL1344_1081",0.155701754385965
"SL1344_1082",0.128440366972477
"SL1344_1083",0.0716510903426791
"SL1344_1084",0.0611111111111111
"SL1344_1085",0.0719086021505376
"SL1344_1087",0.076171875
"SL1344_1088",0.0735062893081761
"SL1344_1089",0.135964912280702
"SL1344_1091",0.060082304526749
"SL1344_1095",0.0942408376963351
"SL1344_1096",0.0526315789473684
"SL1344_1097",0.103663985701519
"SL1344_1099",0.0934959349593496
"SL1344_1102",0.0725308641975309
"SL1344_1103",0.0612076095947064
"SL1344_1104",0.0786324786324786
"SL1344_1105",0.0740740740740741
"SL1344_1106",0.0735930735930736
"SL1344_1108",0.104018912529551
"SL1344_1109",0.0578231292517007
"SL1344_1110",0.0696969696969697
"SL1344_1111",0.0695443645083933
"SL1344_1112",0.0839506172839506
"SL1344_1113",0.0686695278969957
"SL1344_1114",0.0841584158415842
"SL1344_1115",0.0846560846560847
"SL1344_1116",0.0651340996168582
"SL1344_1117",0.055793991416309
"SL1344_1118",0.0810564663023679
"SL1344_1119",0.0788643533123028
"SL1344_1123",0.053125
"SL1344_1124",0.100806451612903
"SL1344_1126",0.0717948717948718
"SL1344_1127",0.0708812260536398
"SL1344_1139",0.0588972431077694
"SL1344_1141",0.0662068965517241
"SL1344_1142",0.0333333333333333
"SL1344_1143",0.032
"SL1344_1144",0.0766823161189358
"SL1344_1146",0.0555555555555556
"SL1344_1148",0.0421455938697318
"SL1344_1149",0.0555555555555556
"SL1344_1150",0.0628930817610063
"SL1344_1153",0.0554105018856977
"SL1344_1154",0.00166666666666667
"SL1344_1156",0.00321285140562249
"SL1344_1157",0.0383771929824561
"SL1344_1158",0.0279805352798054
"SL1344_1160",0.0346153846153846
"SL1344_1161",0.0375865479723047
"SL1344_1162",0.0787037037037037
"SL1344_1163",0.0307827616534741
"SL1344_1164",0.0666666666666667
"SL1344_1168",0.0491803278688525
"SL1344_1169",0.0488888888888889
"SL1344_1172",0.00813008130081301
"SL1344_1173",0.0367965367965368
"SL1344_1174",0.0545454545454545
"SL1344_1180",0.0833333333333333
"SL1344_1181",0.10536398467433
"SL1344_1183",0.0227272727272727
"SL1344_1184",0.0849256900212314
"SL1344_1185",0.173913043478261
"SL1344_1186",0.043956043956044
"SL1344_1187",0.0982905982905983
"SL1344_1188",0.0909961685823755
"SL1344_1189",0.0753295668549906
"SL1344_1190",0.0952380952380952
"SL1344_1191",0.0415902140672783
"SL1344_1192",0.0646153846153846
"SL1344_1193",0.0479704797047971
"SL1344_1194",0.0576441102756892
"SL1344_1195",0.0456852791878173
"SL1344_1198",0.0509259259259259
"SL1344_1200",0.031986531986532
"SL1344_1201",0.147232037691402
"SL1344_1202",0.0803212851405622
"SL1344_1203",0.00666666666666667
"SL1344_1204",0.0934065934065934
"SL1344_1205",0.0876369327073552
"SL1344_1208",0.0451713395638629
"SL1344_1210",0.0602409638554217
"SL1344_1211",0.0476190476190476
"SL1344_1213",0.0545977011494253
